JPE_redd_id,date,survey_method,longitude,latitude,reach,reach_sub_unit,river_mile,redd_loc,pre_redd_substrate_size,redd_substrate_size,tail_substrate_size,fish_guarding,redd_measured,why_not_measured,pre_redd_depth,redd_pit_depth,redd_tail_depth,redd_length,redd_width,flow_meter,flow_fps,start_number_flow_meter,end_number_flow_meter,flow_meter_time,start_number_flow_meter_80,end_number_flow_meter_80,flow_meter_time_80,survey,run,species,age_index,age,date_measured,tailspill,fork
Redd_1185,2012-10-11,Snorkel,-122,40,R1,B,3,RR,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1185,2012-10-24,Snorkel,-122,40,R1,B,3,RR,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1186,2012-10-11,Snorkel,-122,40,R2,A,1,RC,1-3,2-4,2-4,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1187,2012-10-11,Snorkel,-122,40,R1,B,3,RR,2-4,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1187,2012-10-24,Snorkel,-122,40,R1,B,3,RR,2-4,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1188,2012-10-11,Snorkel,-122,40,R2,A,2,RC,1-2,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1189,2012-10-11,Snorkel,-122,40,R1,B,3,RC,0.1-1,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1189,2012-10-24,Snorkel,-122,40,R1,B,3,RC,0.1-1,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1190,2012-10-11,Snorkel,-122,40,R2,A,1,RC,1-2,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1191,2012-10-11,Snorkel,-122,40,R1,B,3,RR,1-3,1-3,1-3,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1191,2012-10-24,Snorkel,-122,40,R1,B,3,RR,1-3,1-3,1-3,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1192,2012-10-11,Snorkel,-122,40,R2,A,1,RR,1-3,0.1-1,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1193,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-3,1-3,1-3,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1193,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-3,1-3,1-3,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1194,2012-10-11,Snorkel,-122,40,R2,A,1,RR,1-3,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1195,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-3,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1195,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-3,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1196,2012-10-11,Snorkel,-122,40,R2,A,1,RL,1-3,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1197,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1197,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1198,2012-10-11,Snorkel,-122,40,R2,A,1,RR,1-2,1-2,0.1-1,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1199,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-3,1-2,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1199,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-3,1-2,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1200,2012-10-11,Snorkel,-122,40,R2,A,1,RR,0.1-1,0.1-1,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1201,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1201,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1202,2012-10-11,Snorkel,-122,40,R2,A,1,RC,0.1-1,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1203,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1203,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1204,2012-10-11,Snorkel,-122,40,R2,A,1,RL,1-2,1-2,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1205,2012-10-11,Snorkel,-122,40,R2,A,1,RL,2-4,1-3,3-4,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1206,2012-10-11,Snorkel,-122,40,R2,A,1,RL,0.1-1,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1165,2012-10-11,Snorkel,-122,40,R1,NA,3,RR,1-3,1-3,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1165,2012-10-24,Snorkel,-122,40,R1,NA,3,RR,1-3,1-3,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1166,2012-10-11,Snorkel,-122,40,R2,A,2,RL,1-3,0.1-1,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1207,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-2,1-2,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1207,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-2,1-2,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1208,2012-10-11,Snorkel,-122,40,R2,A,2,RC,0.1-1,0.1-1,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1209,2012-10-11,Snorkel,-122,40,R1,B,3,RR,1-3,1-3,1-3,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1209,2012-10-24,Snorkel,-122,40,R1,B,3,RR,1-3,1-3,1-3,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1210,2012-10-11,Snorkel,-122,40,R2,A,2,RL,>12,>12,1-3,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1211,2012-10-11,Snorkel,-122,40,R1,B,3,RR,1-2,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1211,2012-10-24,Snorkel,-122,40,R1,B,3,RR,1-2,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1212,2012-10-11,Snorkel,-122,40,R2,A,2,RC,1-3,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1213,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-2,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1213,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-2,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1214,2012-10-11,Snorkel,-122,40,R2,A,2,RL,2-4,1-3,2-4,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1215,2012-10-11,Snorkel,-122,40,R1,B,3,RC,1-2,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1215,2012-10-24,Snorkel,-122,40,R1,B,3,RC,1-2,1-3,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1216,2012-10-11,Snorkel,-122,40,R2,A,2,RR,1-2,0.1-1,1-3,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1217,2012-10-11,Snorkel,-122,40,R1,B,3,RR,1-2,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1217,2012-10-24,Snorkel,-122,40,R1,B,3,RR,1-2,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1218,2012-10-11,Snorkel,-122,40,R2,A,2,RL,>12,>12,2-4,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1219,2012-10-11,Snorkel,-122,40,R1,B,3,RR,1-3,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_1219,2012-10-24,Snorkel,-122,40,R1,B,3,RR,1-3,1-2,1-2,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,2,3,NA,NA,NA
Redd_1220,2012-10-11,Snorkel,-122,40,R2,A,2,RL,0.1-1,1-2,1-2,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,spring,Chinook,1,2,NA,NA,NA
Redd_0355,2005-10-12,Snorkel,-122,40,R2,NA,1,RL,2-4,2-4,2-4,NO,TRUE,UNK,22,26,14,157,104,Flow Bomb,1,961500,963029,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0356,2005-10-12,Snorkel,-122,40,R2,NA,1,RL,1-2,1-2,1-3,NO,TRUE,UNK,19,25,20,120,53,Flow Bomb,2,25000,27488,100,NA,NA,NA,3,spring,Chinook,1,1,NA,NA,NA
Redd_0357,2005-10-12,Snorkel,-122,40,R2,NA,1,RR,1-3,1-3,1-3,NO,TRUE,UNK,NA,NA,NA,234,221,Flow Bomb,1,963000,964222,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0358,2005-10-12,Snorkel,-122,40,R2,NA,1,RL,1-3,1-3,2-4,NO,TRUE,UNK,46,51,7,188,165,Flow Bomb,1,964000,965000,100,NA,NA,NA,3,spring,Chinook,1,1,NA,NA,NA
Redd_0359,2005-10-12,Snorkel,-122,40,R2,NA,1,RC,1-3,2-4,2-4,NO,TRUE,UNK,14,23,9,94,58,Flow Bomb,2,966000,968248,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0360,2005-10-12,Snorkel,-122,40,R2,NA,0,RR,1-3,2-3,2-4,NO,TRUE,UNK,16,24,16,66,45,Flow Bomb,2,27500,30158,100,NA,NA,NA,3,spring,Chinook,1,1,NA,NA,NA
Redd_0361,2005-10-12,Snorkel,-122,40,R2,NA,0,RL,0.1-1,1-2,1-3,NO,TRUE,UNK,13,22,10,132,80,Flow Bomb,2,968000,969908,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0362,2005-10-12,Snorkel,-122,40,R2,NA,0,RC,1-3,1-3,1-3,NO,TRUE,UNK,16,23,8,108,71,Flow Bomb,2,970000,972164,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0363,2005-10-12,Snorkel,-122,40,R2,NA,2,RR,1-2,2-4,2-4,NO,TRUE,UNK,11,15,7,111,55,Flow Bomb,2,942200,944276,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0364,2005-10-12,Snorkel,-122,40,R2,NA,1,RL,2-4,1-3,1-3,NO,TRUE,UNK,21,23,12,101,84,Flow Bomb,2,944200,946074,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0365,2005-10-12,Snorkel,-122,40,R2,NA,1,RC,0.1-1,2-4,1-3,NO,TRUE,UNK,20,24,10,216,187,Flow Bomb,1,22000,23391,100,NA,NA,NA,3,spring,Chinook,1,1,NA,NA,NA
Redd_0366,2005-10-12,Snorkel,-122,40,R2,NA,1,RR,2-4,2-4,2-4,NO,TRUE,UNK,18,26,9,92,68,Flow Bomb,2,946000,948516,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0367,2005-10-12,Snorkel,-122,40,R2,NA,1,RR,1-3,1-3,1-3,NO,TRUE,UNK,19,25,17,93,54,Flow Bomb,2,948500,950680,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0368,2005-10-12,Snorkel,-122,40,R2,NA,1,RR,1-3,2-4,2-4,NO,TRUE,UNK,19,25,15,161,48,Flow Bomb,2,950680,952946,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0369,2005-10-12,Snorkel,-122,40,R2,NA,1,RR,1-3,1-3,1-3,NO,TRUE,UNK,28,34,15,85,37,Flow Bomb,5,953000,958571,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0370,2005-10-12,Snorkel,-122,40,R2,NA,1,RR,1-3,2-4,2-4,NO,TRUE,UNK,13,21,9,89,66,Flow Bomb,4,954300,958571,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0371,2005-10-12,Snorkel,-122,40,R2,NA,1,RC,1-3,1-3,1-3,NO,TRUE,UNK,29,32,18,136,87,Flow Bomb,1,958500,960099,100,NA,NA,NA,3,spring,Chinook,1,2,NA,NA,NA
Redd_0372,2005-10-12,Snorkel,-122,40,R3,NA,2,RL,1-2,1-3,1-3,NO,TRUE,UNK,11,24,7,292,137,Flow Bomb,1,30000,30656,100,NA,NA,NA,3,spring,Chinook,1,1,NA,NA,NA
Redd_0373,2005-10-12,Snorkel,-122,40,R3,NA,2,RL,1-3,1-3,1-3,YES,TRUE,UNK,9,14,6,215,135,Flow Bomb,2,30000,32666,110,NA,NA,NA,3,spring,Chinook,1,1,NA,NA,NA
Redd_0374,2005-10-12,Snorkel,-122,40,R3,NA,1,RC,2-4,2-4,2-3,YES,TRUE,UNK,17,19,6,203,115,Flow Bomb,1,31800,33507,100,NA,NA,NA,3,spring,Chinook,1,1,NA,NA,NA
Redd_0825,2010-10-12,Snorkel,-122,40,R1,NA,4,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0825,2010-10-26,Snorkel,-122,40,R1,NA,4,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,4,NA,NA,NA
Redd_0826,2010-10-12,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0826,2010-10-26,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0827,2010-10-12,Snorkel,-122,40,R2,NA,1,RR,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0827,2010-10-26,Snorkel,-122,40,R2,NA,1,RR,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0828,2010-10-12,Snorkel,-122,40,R2,NA,1,RL,NA,NA,NA,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0828,2010-10-26,Snorkel,-122,40,R2,NA,1,RL,NA,NA,NA,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,2,NA,NA,NA
Redd_0829,2010-10-12,Snorkel,-122,40,R2,NA,1,RC,NA,NA,NA,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0830,2010-10-12,Snorkel,-122,40,R2,NA,1,RL,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0831,2010-10-12,Snorkel,-122,40,R1,NA,4,RL,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0831,2010-10-26,Snorkel,-122,40,R1,NA,4,RL,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0832,2010-10-12,Snorkel,-122,40,R2,NA,2,RR,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0832,2010-10-26,Snorkel,-122,40,R2,NA,2,RR,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,4,NA,NA,NA
Redd_0833,2010-10-12,Snorkel,-122,40,R1,NA,4,RL,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0833,2010-10-26,Snorkel,-122,40,R1,NA,4,RL,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0834,2010-10-12,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0834,2010-10-26,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0835,2010-10-12,Snorkel,-122,40,R1,NA,3,RR,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0835,2010-10-26,Snorkel,-122,40,R1,NA,3,RR,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0836,2010-10-12,Snorkel,-122,40,R2,NA,2,RL,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0836,2010-10-26,Snorkel,-122,40,R2,NA,2,RL,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0837,2010-10-12,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0838,2010-10-12,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0838,2010-10-26,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0839,2010-10-12,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0839,2010-10-26,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,4,NA,NA,NA
Redd_0840,2010-10-12,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0840,2010-10-26,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0841,2010-10-12,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0841,2010-10-26,Snorkel,-122,40,R2,NA,2,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,2,3,NA,NA,NA
Redd_0901,2011-10-12,Snorkel,-122,40,R1,NA,4,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0902,2011-10-12,Snorkel,-122,40,R2,A,2,RR,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0903,2011-10-12,Snorkel,-122,40,R1,NA,3,RC,NA,NA,NA,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0904,2011-10-12,Snorkel,-122,40,R2,A,1,RC,NA,NA,NA,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0905,2011-10-12,Snorkel,-122,40,R1,NA,3,RL,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0906,2011-10-12,Snorkel,-122,40,R2,A,1,RC,NA,NA,NA,NO,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
Redd_0907,2011-10-12,Snorkel,-122,40,R1,NA,4,RC,NA,NA,NA,YES,FALSE,UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,spring,Chinook,1,2,NA,NA,NA
