OBJECTID,HUC12,BioAqRankSW,Shape__Area,Shape__Length
2262,181001002901,1,91747578.546875,64953.3042340809
2263,181001002902,1,167208156.144531,70527.6069138838
2264,181001003003,1,555275629.976563,208921.535748589
2265,181001003001,1,94588435.3007813,81645.715142704
2266,181001003402,1,201869778.09375,166513.87221297
2267,181001002701,1,82413431.5976563,61838.6471874166
2268,181001003401,1,68783746.109375,61053.9999237856
2269,180902031102,1,240245135.941406,87356.1710273826
2270,181002040304,1,94650126.3710938,77641.8183047796
2271,181002040802,2,232032739.664063,200310.567937335
2272,181001005002,1,145206548.636719,69636.3704295102
2273,181001003602,1,181144270.363281,81868.0726108344
2274,181001003503,1,95420958.7421875,43281.3167037906
2275,150301020203,1,181942669.371094,75324.1636704909
2276,160600151203,1,69179702.0898438,53452.7566805396
2277,181002040303,1,221584129.382813,88979.1025163293
2278,181002040204,1,182219056.183594,80172.6957680067
2279,181002040203,1,112746695.597656,91552.5780361752
2280,181002040202,1,137725703.921875,84549.8829103746
2281,181002040101,1,74341773.6015625,68022.9057009282
2282,181002040104,1,143553632.054688,68437.8966117492
2283,181002040205,1,133533687.074219,68554.189130048
2284,150301041004,1,187792821.25,85786.4741990418
2285,181001005102,1,97227231.109375,56364.8364050664
2286,181001004304,1,229328224.15625,76389.6285692274
2287,181001004201,1,73983804.0742188,61185.1658693167
2288,181001003910,1,63609863.28125,65858.6123046756
2289,150301020201,1,171731517.128906,78643.0715139646
2290,150301020207,1,163962969.929688,94876.0522160584
2291,150301020112,1,129584635.78125,53419.9966967514
2292,150301041205,2,142747035.152344,76820.5736076526
2293,150301070107,3,174039303.078125,98690.2763166571
2294,150301070103,2,167181408.824219,86472.8577094573
2295,150301070105,3,34669175.9179688,51406.6697028415
2296,181001004303,1,183256494.652344,75926.7469495615
2297,150301010602,1,201714729.84375,94531.2909982932
2298,150301010604,2,108322994.628906,71102.8143262646
2299,150301010401,1,60819404.0976563,37642.9259742772
2300,150301010406,1,62208967.09375,73983.9047975553
2301,150301040302,1,67451427.96875,59412.3112017974
2302,150301040108,2,78315851.234375,46730.1647740051
2303,150301040105,1,69511176.2539063,47683.2633546715
2304,150301010709,2,135821386.421875,57308.168831406
2305,180101090108,5,187505534.589844,165864.769852143
2306,180201040807,5,922573756.808594,320417.357621085
2307,180701070003,2,188881574.414063,151464.38674787
2308,180901030407,2,1478929665.04688,299850.322708535
2309,180101070204,5,76313163.0351563,44626.5096259136
2310,180101050906,5,227171219.753906,109000.278086674
2311,180101020606,5,16066323.421875,104451.288148966
2312,180101080703,5,168807667.292969,105488.291121682
2313,180101080605,5,161569602.773438,120542.747580144
2314,180101070205,5,175838360.8125,66506.9883389862
2315,180101050802,5,190137190.160156,79559.0607391614
2316,180101020407,5,81464797.1445313,47234.6610466917
2317,180101020502,5,203963411.433594,83204.8972767721
2318,180102090903,4,104630494.445313,49414.2057281884
2319,180101010309,5,200569102.914063,90155.0144034459
2320,180101010103,5,111298974.445313,50903.8478065659
2321,180101080902,5,119025164.964844,62713.947244157
2322,180101080304,5,218743669.363281,102352.582722625
2323,180101080602,5,71804323.3984375,43777.3953911257
2324,180101060104,5,167763789.554688,68803.9250173098
2325,180101050501,4,161429229.40625,58368.9806735571
2326,180101050406,4,129777087.941406,50460.6184445495
2327,180101050702,4,161611697.539063,68975.2447661262
2328,180101050701,4,106012441.992188,61374.4388813064
2329,180101050703,5,114092119.21875,52712.6047049142
2330,180102111107,5,138971555.78125,55781.500280786
2331,180102090902,4,74577128.5351563,46332.5066042157
2332,180102090501,4,153742445.765625,54549.4413789646
2333,180101010202,5,176879169.078125,70623.3115135654
2334,180102090101,4,232399390.148438,80177.9057880323
2335,180101090104,5,191036223.007813,76301.1043456833
2336,180101080404,5,170021214.953125,75576.0471926706
2337,180101080401,5,159769081.101563,77284.9926724366
2338,180101100502,5,155411794.570313,74176.6940524871
2339,180101030401,5,99831637.2148438,53668.9969180457
2340,180101100403,5,171858070.246094,103327.64225622
2341,180101030405,5,121304492.90625,56709.3053913356
2342,180101040402,3,120415826.378906,56603.1953799723
2343,180101050108,3,166599491.667969,71535.5785733219
2344,180101040302,4,145927057.324219,72073.5686458809
2345,180101050102,4,159501347.472656,62702.6841924436
2346,180101050104,4,84974909.390625,42911.2384303593
2347,180102120402,5,188496213.828125,72493.494890863
2348,180102120304,5,163300147.28125,66105.9639398265
2349,180102120401,5,209063047.007813,73111.3478467404
2350,180102111105,5,150992717.832031,56045.071799014
2351,180102111005,5,152081469.5,66818.5464822691
2352,180102111004,4,125342304.253906,52006.6820900773
2353,180102111003,4,187615139.878906,64724.6039457613
2354,180102110905,4,147036611.546875,67658.6589481666
2355,180102100401,5,142181598.246094,57713.186567004
2356,180102111002,4,185565561.355469,61568.9225457225
2357,180102100208,4,115490062.175781,53753.3186228548
2358,180102090604,5,140567491.144531,72239.6217854719
2359,180102090301,5,148605773.558594,56911.4761326836
2360,180102080603,4,82534801.1132813,39470.9119469417
2361,180102080601,5,114621037.09375,47215.2154488463
2362,180102090303,5,217968919.566406,94547.2831676353
2363,180101100902,5,128559007.464844,78518.5621936702
2364,180201160101,3,74015001.6835938,51230.3296255192
2365,180201160304,5,113717008.457031,77936.1655124411
2366,180101100409,5,162575253.765625,84046.1879809926
2367,180101100301,5,135740921.808594,66708.4376129023
2368,180101030502,5,182141012.765625,68804.5876636836
2369,180101030103,5,181868147.671875,71910.3429708346
2370,180101030101,4,119360820.808594,62636.5000520811
2371,180101040401,4,189937931.335938,67393.6573057893
2372,180101030202,4,121726612.097656,57153.3630902556
2373,180101030203,4,246626524.140625,80190.1831246321
2374,180101040502,4,123965529.835938,60159.326918551
2375,180201560404,4,90871368.9414063,43773.5997207952
2376,180102120101,5,171112494.070313,65726.0668304128
2377,180101040202,4,151410821.546875,57230.4289578306
2378,180201520601,3,127423781.195313,79951.8149961516
2379,180102110601,5,179167383.339844,68796.9617265917
2380,180102100205,5,116136168.117188,50384.3352042523
2381,180102080402,5,160724191.851563,94248.5534466382
2382,180102080206,4,74065776.9335938,50269.2072169442
2383,180102061005,4,129728305.195313,62054.3932229336
2384,180500050104,5,112971354.03125,76631.5719362899
2385,180500050505,3,2364289.31640625,18039.9274595366
2386,180500050102,5,154219556.730469,68795.5166556803
2387,180500050506,5,82980930,67747.3396396214
2388,180500050201,5,103266606.492188,57129.3550216663
2389,180500020602,4,130329758.070313,62842.3679781143
2390,180101100701,5,261775754.511719,95944.3626642106
2391,180500020606,5,79427035.8359375,115468.845655654
2392,180101100705,5,113388239.375,57472.1063655395
2393,180101100703,5,91383492.2460938,46211.4053663861
2394,180201160407,3,83876816.2148438,58260.1647024105
2395,180201620307,4,168965132.9375,101061.450851158
2396,180201150202,4,173049834.871094,57992.1879650437
2397,180201150303,3,86099388.8515625,39484.6396101172
2398,180201520605,3,123266603.382813,79660.0495028807
2399,180201550201,3,180038897.214844,80696.7370482745
2400,180201520301,3,223250829.167969,74266.2147074905
2401,180102110502,4,114208961.378906,60575.3205232298
2402,180102110204,4,158730215.238281,63274.6483392317
2403,180102080202,3,96076786.140625,43526.8324175097
2404,180102060803,4,153321772.730469,60897.2378910572
2405,180500060102,5,87512894.8320313,60448.3062564964
2406,180500020905,4,40609708.09375,51691.0815505814
2407,180500040805,5,191224350.367188,131420.225606828
2408,180500020502,5,116560246.117188,70972.7912793837
2409,180500020102,4,84981833.453125,70631.746604098
2410,180201620102,4,187814445.722656,78104.954659259
2411,180201160604,5,220323204.816406,91876.9156195064
2412,180201040701,3,133262492.707031,68598.7604211546
2413,180201040604,5,139399884.421875,110589.889439867
2414,180201150601,3,194258286.636719,107575.423824459
2415,180201560602,4,113018716.605469,60229.2959348848
2416,180200050406,5,226007954.25,116543.825323504
2417,180200050203,4,164401291.660156,65255.3915243272
2418,180102070103,2,98759124.9414063,62106.9100618664
2419,180200050103,3,132109283.46875,56121.0474883682
2420,180500030407,5,122887510.988281,61826.5933668877
2421,180500030306,4,73681317.9648438,47494.413465383
2422,180500040801,5,73005505.0195313,48434.0258799193
2423,180500010102,4,69220812.609375,38033.1736519586
2424,180201630603,3,73935290.4570313,60060.8742167113
2425,180201620403,3,144918524.960938,65588.4815345667
2426,180201630102,4,128469730.109375,83068.5767304985
2427,180201630203,4,203755644.324219,125424.740774392
2428,180201041003,5,251568230.328125,95288.7473521119
2429,180201560104,5,174624950.90625,108206.957266028
2430,180200031006,5,283970836.160156,93781.7480607986
2431,180102050102,3,269498280.195313,100150.160443817
2432,180102050105,3,240597343.257813,88562.7247303347
2433,180102050306,3,383886666.046875,117468.574654549
2434,180102050301,2,97300428.359375,57479.7792026058
2435,180102050204,2,125812031.859375,58342.8431060993
2436,180102041404,2,188747061.183594,99580.2198771439
2437,180600020802,5,113123907.863281,68973.3506529699
2438,180600020402,5,163223383.789063,82411.9265135461
2439,180500040103,5,155392065.785156,79649.1155147861
2440,180500040601,5,163457241.347656,72270.3789421401
2441,180201041102,5,506247377.71875,131760.982207698
2442,180201590105,4,164889008.148438,88133.0263768365
2443,180201580403,5,154517277.992188,153549.141203451
2444,180201570601,4,99169520.4726563,44321.393510712
2445,180201580103,3,76167603.2539063,51641.7687604758
2446,180201510102,5,155330147.390625,90454.9709113384
2447,180200030904,3,132425986.246094,59285.9119790393
2448,180200030403,2,120845185.941406,60503.513377119
2449,180200030405,3,85428669.5976563,60406.0715960643
2450,180200030507,5,255385492.117188,116198.69179338
2451,180102041406,3,168214645.101563,61523.6466849471
2452,180600060307,4,112450708.179688,76867.250234013
2453,180600050602,4,113236628.34375,52516.2636128878
2454,180600051305,3,63389059.5078125,41311.9246402651
2455,180600020505,3,116867277.453125,56016.0298624811
2456,180500040401,3,70354853.5976563,50503.8938944358
2457,180400030601,5,344883817.84375,124146.135840681
2458,180400030204,5,103432929.691406,68189.8144425799
2459,180400121001,4,93183657.703125,47098.888292344
2460,180201110303,5,97071857.2578125,66688.0934588712
2461,180201110105,4,103850883.964844,71646.5682736768
2462,180201110302,4,166562866.039063,85515.2102067833
2463,180201610101,3,96795668.4609375,46322.9242491842
2464,180201590103,3,210472367.683594,92818.2209627959
2465,180201210803,4,188651685.710938,82557.3148091856
2466,180201230707,3,113190968.234375,77790.5075781123
2467,180201230606,3,132039594.714844,58258.6646735195
2468,180201250901,4,114161568.125,61846.6816129969
2469,180201230605,3,84019985.6640625,49542.2852149706
2470,180201230704,4,149619698.003906,89458.4212492436
2471,180201210703,3,104607635.429688,59341.1574154597
2472,180201210704,4,201855875.117188,105255.540366948
2473,180201210702,3,119340246.953125,60137.8409931187
2474,180201210601,3,78468458.1914063,43701.5198785349
2475,180200030706,3,255107873.011719,108880.865743077
2476,180200030203,3,127550275.75,76387.6310647942
2477,180200030202,2,87597438.7226563,63775.3817542383
2478,180200030503,2,144715180.320313,59688.588744911
2479,180200021302,2,327095280.921875,91120.7033218619
2480,180200021307,2,152316165.5,73091.3123812307
2481,180200021301,2,241470168.941406,104987.115190343
2482,180200021303,2,274800711.011719,90401.9955879542
2483,180102041109,3,156253897.742188,72159.2475204469
2484,180600050705,3,121602133.675781,61623.7265029965
2485,180600020604,3,119460550.878906,64159.7740693656
2486,180600020602,4,146344015.164063,73752.8824551297
2487,180400140203,3,82507124.2421875,65259.2455406254
2488,180400010403,3,181423603.9375,85652.556780399
2489,180400010602,4,67384199.0703125,41279.230764274
2490,180400011204,3,91717287.203125,64445.625780904
2491,180400011303,3,66631149.4296875,43792.9948013493
2492,180400012104,5,175532615.734375,74957.0310989455
2493,180400510402,4,114773985.375,78527.0130780894
2494,180400120901,5,124509683.261719,63383.6200422169
2495,180400130702,4,91664326.0859375,72122.9164140543
2496,180400130501,4,137918760.925781,79819.9705595572
2497,180201290703,4,205530363.445313,86158.8304395302
2498,180201280604,4,198164935.34375,110086.205970449
2499,180400130502,5,220171638.640625,99178.392667113
2500,180201290602,4,106072204.882813,65348.2370567404
2501,180201280504,4,128159324.320313,77116.4286023846
2502,180201280603,4,181155979.953125,97761.3357329253
2503,180201260201,3,143183153.660156,74490.3269810306
2504,180201250302,3,187871024.515625,66686.1565546744
2505,180201220801,4,78587989.4765625,46002.3974340193
2506,180201210402,2,153335197.59375,85465.6550328143
2507,180201210407,3,127886613.304688,60712.1664343741
2508,180201210204,2,175662617.710938,70296.5566018523
2509,180201220502,3,178513761.582031,68058.7131478664
2510,180200021902,2,367442683.136719,112606.694348519
2511,180200021803,2,84245333.4257813,69174.5405602129
2512,180200021204,4,209556320.839844,74411.8491317773
2513,180102040305,3,219738264.535156,132163.224205824
2514,180102040306,3,214442085.929688,121654.714156629
2515,180102040404,3,108120489.800781,79541.2670836392
2516,180102040304,3,238137255.390625,113072.013169928
2517,180102040108,3,103782773.6875,49095.6180102098
2518,180600090203,5,73872371.4882813,46698.4864835854
2519,180600050403,3,94934274.8164063,57108.5279556605
2520,180600050406,3,108660894.152344,66559.8398126901
2521,180600040410,3,81619230.2539063,81150.7917492023
2522,180600050306,2,90803485.7929688,72385.256215524
2523,180600051001,3,124343409.054688,67487.8847241572
2524,180600050501,2,66224641.1523438,48749.6415322594
2525,180600050903,3,92147428.6132813,47325.1448979072
2526,180300120601,2,113796384.574219,55337.7235483377
2527,180300091001,5,239163820.851563,119221.325394647
2528,180400011306,5,158847979.203125,113407.285537951
2529,180400510101,3,82969244.0117188,51225.4398740737
2530,180400110107,3,59692431.34375,54006.3578657852
2531,180400130601,4,94862388.796875,69789.6572878468
2532,180201290402,4,101775327.925781,47064.4577027946
2533,180201280502,3,67353643.03125,51525.7636431614
2534,180201280207,3,129998211.839844,87403.4143235899
2535,180201250702,4,205481037.457031,80462.4615496073
2536,180201280105,4,157418970.597656,77945.926415692
2537,180201250301,4,128839087.046875,64187.845508643
2538,180201250504,3,78133185.1328125,54009.7362817867
2539,180201250203,4,234657572.625,74782.5880156989
2540,180201220103,3,258181759.703125,96624.7502287058
2541,180800030306,3,118082053.644531,64263.728565739
2542,180800030302,3,77131563.8164063,46078.8519280835
2543,180200020303,2,197930044.351563,78738.2312419286
2544,180102040203,2,106751162.835938,50440.269313683
2545,180102040105,3,285087832.683594,100394.741928734
2546,180600130104,5,163952278.308594,84864.5760254815
2547,180600060601,5,124718433.15625,62944.7961638584
2548,180600060603,4,71205005.96875,46632.8903689756
2549,180600070504,3,56680901.2109375,44460.859827041
2550,180600050303,3,69482586.015625,54484.8995165216
2551,180600040303,2,129331368.296875,65307.5096180991
2552,180600050102,4,196073456.355469,75626.9260353668
2553,180600040407,3,137404849.167969,97523.1252687238
2554,180300120501,2,71194562.125,41080.8123677905
2555,180300120605,2,161784561.652344,74020.4856484019
2556,180300090602,2,185841713.21875,69283.9825315698
2557,180300090606,3,154673059.355469,73105.2424880064
2558,180400091205,4,163044459.613281,84363.5688433209
2559,180400091102,4,161907480.285156,98722.2031101105
2560,180400110201,2,70189498.6054688,55950.4441650056
2561,180400100306,3,176900039,82556.3977252319
2562,180400100305,3,217254003.992188,84741.9266992726
2563,180400120402,3,122507811.660156,70159.9700135928
2564,180201290202,4,130119407.769531,74001.3687864815
2565,180201280101,3,233801632.898438,76315.5310370815
2566,180201220102,3,141417480.027344,55533.6744866106
2567,180201220201,3,158166799.523438,69969.8732131001
2568,180800030803,2,106024523.300781,58077.5068701641
2569,180800030604,2,62710869.7773438,49076.8351477073
2570,180800030502,2,201313319.945313,76439.5818770909
2571,180200020301,2,165247584.445313,72089.5993517529
2572,180200020602,2,88791449.4101563,50725.6631179649
2573,180200020503,2,159564334.585938,81823.7707433284
2574,180200010306,4,75444689.078125,54956.3251403665
2575,180200010307,5,284740129.8125,86720.5391572795
2576,180200010304,4,173604825.105469,71996.6776210981
2577,180600140102,1,202109827.132813,103158.956025966
2578,180600100508,5,154510444.386719,94006.1582986527
2579,180600100504,4,68971141.4726563,42286.5333609112
2580,180600100506,5,156331572.402344,85209.1112192658
2581,180300121501,2,156545244.0625,72653.6239150473
2582,180300122302,2,85160345.375,55907.9036821321
2583,180300122303,2,160593761.492188,91464.337942667
2584,180300090506,3,251777968.765625,132445.430870499
2585,180400011503,3,193802650.144531,86288.7360169948
2586,180400080603,3,179201007.550781,69193.6224209266
2587,180400080601,4,78323829.8867188,44054.4213619007
2588,180400090702,3,129658284.234375,66522.428688093
2589,180400091004,3,154851736.734375,85961.9513014299
2590,180400090804,3,116276618.148438,60158.7696325107
2591,160501020202,4,211094702.820313,92074.5967873441
2592,180201230306,2,82066066.7265625,51072.2544664611
2593,180800031301,2,106806485.652344,50158.9948211862
2594,180800031303,2,220096328.421875,88910.9729860285
2595,180800031408,2,163204018.363281,68862.5333108997
2596,160402030905,2,41897989.9335938,29610.0598036635
2597,180200020101,3,211712342.496094,78225.2897728239
2598,180800010303,2,206722632.1875,78672.8651054817
2599,180800010207,3,248813842.40625,77512.7199963111
2600,180800010105,2,144997754.214844,60467.4321030147
2601,171200070107,2,659537.91015625,3891.43468877604
2602,180701070001,0,82698475.8710938,71770.0408172507
2603,180600100303,4,82061046.515625,43593.3528688107
2604,180600070303,2,61267802.1171875,43663.9228816822
2605,180600070209,2,130413140.648438,60387.5660068772
2606,180300121206,2,68497983.4960938,62570.3271972283
2607,180300121604,3,129309666.179688,151623.272837701
2608,180300121102,2,103268862.144531,75862.913530851
2609,180300121104,2,115416070.839844,73135.348626765
2610,180300121405,2,166826294.5625,88589.836253367
2611,180300122004,2,162392632.789063,118922.492825533
2612,180300090701,3,356502269.082031,121164.291507901
2613,180300090206,2,268112864.339844,100929.986956685
2614,180400010102,4,118624626.550781,61737.6338472215
2615,180400061303,4,215004230.355469,101872.150495084
2616,180400080307,3,86486302.0351563,53562.9040980678
2617,180400090405,3,158809916.671875,69106.8442788563
2618,180400100202,2,87543391.1914063,45732.0953534442
2619,160502010103,3,126088789.316406,59170.7832816775
2620,180701010202,3,84652062.9804688,65845.6401639643
2621,180600100202,5,109130353.503906,51917.1298307363
2622,180600070202,3,199815931.980469,85808.2329313222
2623,180600070104,4,150450170.363281,63871.6978790878
2624,180300031401,2,134447833.542969,72985.199474178
2625,180600070108,2,162431171.546875,80443.9202007643
2626,180300031405,2,133982726.199219,62594.0876818603
2627,180300040401,2,189651782.53125,87659.9321136625
2628,180300040403,2,160843500.542969,119266.730106579
2629,180300071206,2,177786299.261719,100426.45759539
2630,180300090201,2,132956683.730469,96303.4510230339
2631,180400061103,5,198556751.390625,105608.356683546
2632,180400080301,4,176417823.046875,79872.4196053297
2633,180400080105,3,67906294.75,43923.7821077773
2634,180400080103,2,84529788.4257813,45434.2485017085
2635,160503010106,2,79543583.5390625,41593.2612581724
2636,160503010108,4,202385932.835938,104115.648467149
2637,160503020205,2,128263132.742188,60765.7458003003
2638,160503020401,2,306493.7421875,3090.3919082764
2639,160503020207,2,24992716.4804688,44278.8273395002
2640,180701030106,3,105384730.589844,56122.6207422283
2641,180701010103,4,195353991.914063,74880.8419109628
2642,180701020903,5,218169865.660156,70224.4815956194
2643,180701020705,4,239344431,95545.2967749138
2644,180300031102,2,116019651.179688,68625.1707938673
2645,180300031202,3,169564813.84375,74680.1412085739
2646,180300120803,2,238129726.792969,90827.1550878574
2647,180300060803,2,245585141.707031,116508.403248845
2648,180300060602,2,65383748.7773438,53304.3834111238
2649,180300070603,3,150977321.597656,76684.3066899915
2650,180300120101,3,117936497.660156,65055.6280738243
2651,180300100801,4,130500621.527344,61534.1878139137
2652,180300100602,3,183532563.921875,73337.1042871873
2653,180400060206,4,199059877.875,82937.3825511461
2654,180400060502,2,77493928.0117188,45925.7293145618
2655,180400060403,3,236091033.882813,83767.3201004635
2656,180901010405,2,113066331.296875,80322.6073038556
2657,160503010102,2,139270820.996094,67050.6825399451
2658,180701040101,3,128426388.992188,72069.3459416443
2659,180701040104,5,101359636.382813,71908.0788587805
2660,180701020602,5,154366584.777344,59128.8637096326
2661,180300031103,3,105799170.789063,89802.1100062395
2662,180701020509,2,84852214.6796875,51139.2031553678
2663,180300030603,2,130253267.507813,64541.4072801288
2664,180300040302,2,72344488.2382813,55167.5441279873
2665,180300030108,3,198549608.441406,84311.0653968385
2666,180300050501,2,96249504.2539063,61597.1182384532
2667,180300050301,3,87463894.8789063,68347.7197924107
2668,180300040104,3,138815383.773438,71313.6102457635
2669,180300040201,2,106405081.066406,57417.140921254
2670,180300040103,3,83222799.1289063,48853.9436945684
2671,180300060701,3,156780325.550781,73230.600565951
2672,180300070305,3,120189647.636719,53464.6987148886
2673,180300060501,2,69107001.015625,48351.1392030653
2674,180300060401,4,132056660.691406,61024.6192172663
2675,180300070502,3,144331865.875,58453.1973662493
2676,180300070202,3,152096992.59375,60895.0271202889
2677,180300100603,2,187206081.9375,69705.7735217388
2678,180300100304,2,162326447.355469,62876.2548678521
2679,180400060204,4,209255181.867188,80399.2327734154
2680,180901020301,3,148166692.601563,72761.3491129221
2681,180400060202,3,226439262.347656,77722.6838913095
2682,180901020302,5,164247454.820313,83715.3190464913
2683,180901010604,2,73977314.796875,54169.8471606637
2684,180901010201,1,117278970.707031,48309.1009691072
2685,180701050208,4,592511391.792969,198804.299234883
2686,180701020306,5,180961644.699219,93015.51539848
2687,180902061304,2,67007750.4179688,37802.5357752857
2688,180902061702,2,78336428.4648438,52484.622668571
2689,180902060102,2,86347816.6484375,54563.0813546185
2690,180300030303,3,113586237.257813,54210.2299199785
2691,180300030101,3,142555170.808594,75967.8526847347
2692,180300010603,3,130194906.339844,61416.536603522
2693,180300010604,3,221786076.761719,77474.404898015
2694,180300010602,3,66105749.4648438,46141.3625048563
2695,180300010505,3,82815264.921875,43011.4183869535
2696,180300070101,3,71355714.9414063,40942.7753433915
2697,180300100102,2,129602193.1875,55595.2151588994
2698,180300100202,2,85454260.2070313,46070.5146685985
2699,180300100203,2,137504632.691406,68585.9292417149
2700,180901020401,3,156438118.742188,91960.4607165724
2701,180901020710,3,602618413.21875,155873.231892232
2702,180901020504,1,208693396.785156,79391.5572129862
2703,180901020104,2,248169620.121094,87433.6359954114
2704,180901020103,2,103095952.257813,49924.4458888618
2705,180701050209,5,173165364.179688,88975.1756259265
2706,180701050401,4,232917827.277344,75306.5488219264
2707,180701050301,4,89968245.0507813,57787.0752690102
2708,180701060202,5,83751811.8632813,50232.7237253651
2709,180902061403,2,88397544.0429688,57871.984677236
2710,180902061406,2,184487785.902344,72515.9118482805
2711,180902060103,2,65775573.9882813,39665.7062934142
2712,180902060104,2,73491222.9375,42566.508037734
2713,180902062001,2,135015261.464844,52714.8197814499
2714,180902062004,1,119114849.695313,115267.279630371
2715,180902060501,2,142431554.226563,76001.9912152611
2716,180300030403,2,80801781.875,42609.9755829358
2717,180300020501,2,69491665.8320313,42764.1126559277
2718,180300020402,2,135248935.867188,69786.3404294514
2719,180901030202,1,122597441.273438,68632.1107802019
2720,180901030104,1,129823090.625,71768.2310117333
2721,180901020703,2,134860180.605469,71240.7194567865
2722,180901020706,1,94297543.4375,59623.445079226
2723,160600100903,1,75083638.5351563,54671.1322080888
2724,180702040102,4,156028124.839844,72321.0875266981
2725,180702031002,3,121315135.710938,72158.0095802807
2726,180702040103,5,230988612.070313,104037.066787981
2727,180701060502,3,182647988.976563,68011.502471977
2728,180701050101,4,77941637.203125,47340.2705054794
2729,180701060201,4,65562514.1367188,43074.7298912389
2730,180902061602,2,162917444.957031,128958.03404165
2731,180902060903,1,133811558.003906,112559.418360372
2732,180902062203,1,69378594.3359375,55587.0611224564
2733,180902062201,1,105211899.445313,46264.7700432609
2734,180902062104,1,84672817.078125,37882.641969239
2735,180902060801,1,117305357.40625,71435.0964098511
2736,180902050702,2,154178182.621094,67618.6684858803
2737,180902050705,1,161851560.097656,119462.350281421
2738,180902050303,2,77539624.1210938,37775.7732023366
2739,180901030503,1,119252959.792969,54894.3034243818
2740,180902050301,0,65386102.171875,44029.0123569682
2741,180901030304,1,91552120.1328125,63223.6907599464
2742,180902010603,1,140721528.664063,72392.0864430548
2743,180902010408,0,180799677.566406,92923.2901942297
2744,180902080501,1,153023931.800781,77867.7035651436
2745,180902051002,1,182019854.722656,73265.8995500904
2746,180902070606,1,235050337.328125,112739.533699149
2747,180902050204,1,61942736.4335938,42332.1974956138
2748,180902050602,1,76039022.1210938,65957.2134026882
2749,180902040305,1,189062396.601563,117632.187966818
2750,180902041201,0,124671202.863281,68460.7730806564
2751,180902041102,1,85024356.9414063,46341.5443500993
2752,180902040401,1,65767866.234375,47589.5085720103
2753,180902041101,1,168113282.363281,89576.4007708008
2754,180902010802,1,186242562.261719,65369.1967919503
2755,180902010502,1,162467949.523438,73124.1256220988
2756,180902010405,1,165103797.742188,73278.0038500337
2757,180703041201,3,98030300.9765625,53095.6600638524
2758,180703030304,5,152286655.472656,84569.1820505006
2759,180703020501,4,80279094.1875,56655.5879985724
2760,180703020407,5,83746212.65625,66553.4642254993
2761,180703020401,3,212866659.738281,111398.363832783
2762,180703030203,3,187367892.507813,73790.7420541313
2763,180702020306,3,222671087.261719,86273.0733066628
2764,180902071105,1,112673959.679688,70099.7738299228
2765,180902070502,1,110515885.5,60675.2738439564
2766,180902070405,1,138338549.140625,69934.7077721154
2767,180902051306,1,206888040.972656,76721.4705199324
2768,180902030808,1,72932726.7617188,51906.9974118867
2769,180902030607,1,197051430.007813,107862.019341544
2770,180703020103,2,85923426.8828125,57835.8766961245
2771,181001000302,1,170283854.488281,72036.8947114532
2772,181001000203,1,74206198.5546875,54282.942088252
2773,180902081105,1,211566714.863281,95909.9430478438
2774,180902081002,1,112687130.773438,68847.95112448
2775,180902081302,1,228858268.328125,105267.060291484
2776,180902070304,1,126317898.347656,59604.9268451063
2777,180902081202,2,204123410.0625,103659.145900925
2778,180902070305,1,206242906.796875,76178.7850484942
2779,180902070403,1,99174463.7929688,58670.642766422
2780,180902070104,1,118049569.507813,58128.5408390318
2781,180902031801,1,85767788.6679688,38690.2477868939
2782,180902031802,1,166390709.714844,86896.4895522218
2783,180902031906,1,128794858.609375,68203.2365140778
2784,180703051003,4,68599368.2617188,39854.3078256982
2785,180703050801,5,139549574.480469,76198.5902601403
2786,180703040502,5,151295608.371094,75395.8699061619
2787,180703030104,3,159893643.472656,81287.3147591918
2788,181002010107,3,85654490.6210938,68367.4066023055
2789,181001000901,2,85059043.546875,67514.7980454154
2790,181001000905,1,61684310.625,38933.9567678297
2791,181001000604,1,115667965.539063,81727.4281687269
2792,181001001003,1,200206366.320313,77586.8324458587
2793,180902070302,1,63486343.8046875,48439.076028412
2794,180902082201,1,208747800.699219,90101.8197905263
2795,180902070103,1,155450155.082031,64376.364058381
2796,180902031002,1,204066002.414063,72816.8149370956
2797,180902081702,1,181946419.414063,68477.7954734765
2798,180902032005,1,219646701.8125,82472.9569517782
2799,180902031705,1,119558331.632813,54254.7881403046
2800,180902032001,1,163229374.515625,72257.5389562703
2801,180902021703,1,232331786.277344,112710.123563597
2802,180902030704,1,144932607.246094,68988.2514792627
2803,180902020704,1,56306047.5390625,32142.8265131045
2804,181002020102,2,72743192.5429688,46851.6153599907
2805,181002020204,3,124964417.8125,64726.3961928975
2806,181002010802,1,176365740.75,74116.2432362071
2807,181002041508,2,106874966.511719,61378.6246944366
2808,181001001201,1,96653683.171875,42818.8844665481
2809,181001001803,1,144985511.785156,60861.2551673217
2810,180902081604,1,193830548.40625,63350.4558239473
2811,180902081603,1,144956623.34375,76188.4462644741
2812,180902031004,1,98417245.5273438,52600.5890787363
2813,180902031407,1,155075023.289063,83785.9711783724
2814,180902031403,1,134554522.308594,78947.9063535868
2815,180902031401,1,173461443.308594,79653.629343746
2816,180902021905,2,151006721.441406,74742.892897014
2817,180902022002,1,248365604.136719,78102.1363670273
2818,180902022004,1,117797431.832031,55046.6399397483
2819,160600150302,1,113129684.65625,78121.5445760134
2820,181002020305,1,229720205.882813,101107.831414182
