OBJECTID,HUC12,BioAqRankSW,Shape__Area,Shape__Length
1066,181001002001,1,190806267.492188,62567.4637167118
1067,180902082203,2,124897810.34375,55253.5244041181
1068,180902082206,1,182525278.5625,104506.085030065
1069,180902031404,1,118586979.332031,102271.935245519
1070,180902022003,3,239422523.242188,88411.8245127521
1071,180902021505,1,61497231.9101563,46460.6219441955
1072,181002041005,1,173965884.269531,73467.1144360385
1073,181002041007,2,221143268.871094,78552.6263764708
1074,181002041102,1,135635772.074219,65422.8572069493
1075,181002020304,1,84566868.3984375,51441.3774731002
1076,181002030803,2,195478865.386719,101068.349161843
1077,181002041404,2,137118981.835938,64733.0382747863
1078,181002040504,1,121230300.085938,60623.384763834
1079,181002040608,2,70805718.1367188,46715.0611271904
1080,181001004405,1,210961475.871094,114344.56958732
1081,181001002301,1,107668444.496094,65066.1375657101
1082,181001002006,1,98223070.4765625,51942.8348184455
1083,180902081803,1,236150462.941406,105447.704497028
1084,180902082507,1,202833803.523438,125099.760742375
1085,180902082001,1,70744146.5664063,49865.7144295592
1086,180902031204,1,91438377.9726563,51244.5760982737
1087,180902021903,1,80646182.6796875,55120.7447589573
1088,160600150205,1,1877748.80078125,8377.70377552003
1089,160600150104,1,2479123.34375,7474.55946883618
1090,160600150403,1,21736.08203125,792.628009031381
1091,181002040807,2,554032415.929688,171611.441518083
1092,181002041303,1,75542919.1484375,79068.5578685665
1093,181002040602,1,90403493.6992188,54358.745404054
1094,181002040601,1,112320857.007813,81164.4300635482
1095,181001004502,1,286632755.171875,145492.508037017
1096,181001002802,1,124187021.808594,59272.5526967613
1097,181001002502,1,165358692.648438,64897.3341144523
1098,181001003706,1,172842016.042969,75277.9034366969
1099,181001002703,1,280351285.617188,92843.9710436014
1100,180902081904,1,138926560.617188,58730.4800670779
1101,180902081905,1,123436897.015625,79927.9902922145
1102,180902081902,1,165238815.414063,78906.2600281644
1103,181002040208,1,162141125.703125,75747.3831107699
1104,150301040902,1,217594247.035156,102119.956418801
1105,181001005402,1,118208681.5625,73843.4105166549
1106,181001005403,1,102660739.019531,71400.5048084014
1107,181001003604,1,142690008.964844,77280.2185678036
1108,181001003505,1,62164020.96875,78420.6030331692
1109,181001003302,1,72563926.0546875,50049.9221836212
1110,160600151202,1,55859672.9179688,38338.2278382712
1111,181002040201,1,61905214.1484375,59358.1612364358
1112,150301040905,1,102189448.25,84557.4720157189
1113,150301041002,1,131241909.035156,110198.98333718
1114,150301041005,1,175310040.632813,88632.319548625
1115,181001005201,1,104498111.433594,66271.1966302886
1116,181001004305,1,79805601.7773438,58540.972672277
1117,150301040501,1,114446128.855469,77422.1552394337
1118,181001004307,1,196576861.238281,65833.4947768296
1119,181001004103,1,177310833.6875,99006.722746721
1120,181001003903,1,94735311.2226563,53385.0425233332
1121,181001003909,1,191087992.328125,81407.0140580498
1122,181001003802,1,69866349.4335938,48898.1680587685
1123,150301020304,1,136759699.265625,67341.41535402
1124,150301020107,1,73864332.5546875,39410.7426020644
1125,150301070106,2,30344771.0195313,42867.5599060028
1126,150301041310,2,77306076.0859375,57861.4472687971
1127,150301041006,2,85938374.2226563,55166.6846928152
1128,150301041107,4,103193109.007813,136145.169930423
1129,150301040503,1,101127132.574219,52078.3294268299
1130,150301040202,1,144457446.816406,100669.899394667
1131,150301040401,2,61131613.5742188,42468.4611581517
1132,150301010402,1,98535610.046875,84114.7636486134
1133,150301010408,1,180650313.464844,72414.1730422321
1134,150301010305,1,78333111.9648438,47117.8297556962
1135,150301070101,3,64410360.2617188,38200.032320736
1136,150301010706,1,100486408.035156,55563.826164062
1137,150301010710,2,128437374.257813,71674.4176701198
1138,150301010713,2,79846489.203125,51552.697256953
1139,180500020801,5,561665347.976563,562251.874994751
1140,180400080803,5,178012229.195313,135701.602829198
1141,181001003707,1,637143059.996094,276417.016713194
1142,180101070209,5,268393641.566406,104961.003116506
1143,180101070206,5,117021943.746094,51341.4830964103
1144,180101070301,4,107648128.691406,74161.4178183522
1145,180101020603,5,252479771.085938,99967.9923604765
1146,171003120202,5,57841842.671875,39430.7911636633
1147,180101080803,5,59535460.6992188,90272.728670946
1148,180101080603,4,70927949.2226563,100086.291748908
1149,180101060407,5,210366900.445313,80104.4426994501
1150,180101050905,5,171074228.421875,78629.3096427208
1151,180101020103,5,203695903.851563,63581.4391231858
1152,180101020406,5,233276044.113281,101435.622337029
1153,180101020106,5,188087831.9375,69933.1621059483
1154,180101020105,5,182710086.621094,83456.4563596936
1155,180102091001,5,224156433.847656,90108.3644398659
1156,180102090905,5,168358283.800781,75615.5684683828
1157,180101010204,5,199432837.898438,102826.06547505
1158,180101080802,5,57377024.390625,46820.8092409722
1159,180101080203,5,119155798.8125,57501.5087952442
1160,180101080407,5,70793655.234375,49104.7135520307
1161,180101080102,5,168969639.074219,70905.1814371877
1162,180101080201,5,109161403.371094,49408.7451826978
1163,180101050205,4,87925682.9257813,41978.2392282215
1164,180101050403,4,209475562.457031,69812.2586122802
1165,180101050601,4,213206247.367188,77322.8721300822
1166,180101050301,3,75628125.2929688,41910.9832418283
1167,180101050302,4,176991016.164063,71107.7520569806
1168,180102111106,5,140304662.234375,57034.2880546778
1169,180102111205,5,73329891.9101563,44495.2085669975
1170,180102090804,5,341345228.105469,110368.361755245
1171,180101010301,4,207260477.84375,73800.459137622
1172,171003110402,5,80247726.71875,41089.5289408059
1173,180101080501,5,140385970.980469,79504.2082192017
1174,180101100203,5,79188322.6289063,54417.2374633593
1175,180101050202,5,137489843.992188,64180.8808761776
1176,180101030506,4,80071296.9570313,41561.3740856732
1177,180101030403,5,145408808.957031,73269.6901625886
1178,180102111103,5,174931082.585938,62303.1817867902
1179,180102111104,4,196387518.65625,77097.1062378404
1180,180102100108,5,129697127.078125,77680.9572145114
1181,180102100106,4,242953286.761719,84681.4683157902
1182,180102090103,4,75861787.59375,53074.1419596144
1183,180102090201,4,165792828.695313,61589.7423358568
1184,180101100904,5,103075056.910156,48931.5851679701
1185,180101030501,3,79091810.4453125,43975.5090480707
1186,180101040102,4,97890160.2265625,51895.946403748
1187,180101040206,5,143668129.859375,61137.0182643127
1188,180101040207,5,89406932.265625,47924.9273992599
1189,180101040203,5,141269407.378906,58157.2182852586
1190,180102110904,5,209375467.109375,77096.49336028
1191,180102110102,4,206164224.898438,72381.7601294838
1192,180102080605,3,103977101.453125,45178.3097216377
1193,180102080501,4,84985212.0898438,53422.6982322818
1194,171003090102,3,81726982.625,42001.9325633216
1195,180102060901,4,9298815.859375,23687.3016563835
1196,180500050202,4,85517238.1640625,60744.0671220562
1197,180101100605,5,114695896.082031,80925.907578475
1198,180201620302,5,136528144.882813,58206.4446960494
1199,180201160303,5,190457422.941406,106110.337477764
1200,180201160308,3,103368750.3125,75571.7534631382
1201,180201160309,3,79806987.2460938,60830.6213434278
1202,180201160405,4,80174617.078125,44128.3323131479
1203,180201160404,4,191450599.046875,81214.1895305438
1204,180201150203,4,98252435.0429688,52156.9706925585
1205,180201560401,3,138225250.871094,53526.791913659
1206,180201150501,3,91106159.0273438,59598.8868412964
1207,180102110702,5,165994914.570313,75850.87171847
1208,180102110205,5,176170011.828125,75867.7150455815
1209,180102080403,4,234039448.882813,87786.5515589429
1210,180102080101,4,265556078.140625,74516.8674553601
1211,180102070409,4,154798047.265625,69176.1076124256
1212,180102070407,4,249784994.996094,107300.033484025
1213,180102060601,3,17660693.546875,22589.6687752829
1214,180500060302,5,121819989.273438,52113.4353420504
1215,180500040901,5,136581233.785156,92420.2389093199
1216,180500021002,5,352195138.625,248008.50038442
1217,180500020501,4,125213811.21875,101357.205323557
1218,180500020103,5,94340035.0429688,59118.6120192162
1219,180201040803,3,239075775.210938,104204.71173937
1220,180201040802,4,144429874.488281,81273.9275035648
1221,180201040303,3,154110287.199219,117736.855302583
1222,180201041202,5,143551669.140625,154024.251071282
1223,180201570301,3,109454537.1875,63514.6085108069
1224,180201570701,3,133165608.328125,63354.4541692754
1225,180201520804,3,117761581.515625,79916.0912799514
1226,180201550202,4,149843600.601563,90381.2816396497
1227,180201520806,5,155686783.339844,62585.8644037464
1228,180201540302,5,219311592.949219,92952.825362449
1229,180201510305,4,138865275.003906,68024.6638531762
1230,180200050305,5,144269676.15625,62770.5107821826
1231,180200040302,4,269508518.007813,96240.8344991199
1232,180102070403,2,284501036.046875,89314.1132478053
1233,180102070304,4,137850966.742188,69940.0798020863
1234,180102070410,5,154783295.402344,92310.068319656
1235,180102060703,4,273040795.0625,103641.098396003
1236,180600060205,5,147015998.03125,94858.6349655909
1237,180600060202,5,17872055.7070313,52484.1384360867
1238,180600150303,5,173255440.582031,86173.763389575
1239,180500030402,5,77630051.109375,77569.0423433663
1240,180500030401,4,92643175.984375,51762.8843225518
1241,180500040501,5,69526843.8632813,51071.9733798569
1242,180500040503,5,124341829.792969,71280.7730862376
1243,180500010202,5,111060381.929688,59795.2187441128
1244,180201630503,5,122183017.746094,77746.9955521231
1245,180201630504,5,116911845.214844,88891.0777045874
1246,180201620501,4,70123945.7265625,49206.6888040641
1247,180201620502,4,93260415.2851563,55898.2003088529
1248,180201160704,4,393350110.605469,151579.723281057
1249,180201041004,3,80475476.8945313,59580.7956361009
1250,180201570403,4,207810083.449219,91659.9675191775
1251,180201540405,5,76084437.984375,53337.1183755727
1252,180201510402,4,189894985.265625,111962.450472614
1253,180201530203,3,70650006.4609375,43808.8442290939
1254,180201540402,3,121000335.308594,58827.3204077869
1255,180200031103,3,164144987.789063,69404.9535309859
1256,180200040401,3,81596923.5507813,47224.144475309
1257,180200040203,4,96617040.7539063,56402.9129911779
1258,180102050104,2,86733969.078125,45830.0254822503
1259,180200040104,2,135747336.222656,67586.2958410659
1260,180102060203,2,566.46484375,111.083147345655
1261,180600150103,5,224850780.320313,85474.7465945523
1262,180600150301,5,287951482.457031,113151.568864258
1263,180600051509,5,455959852.429688,165475.0060114
1264,180600020301,4,98142835.71875,50225.2302821788
1265,180500030302,5,80837508.2070313,46505.5560047695
1266,180500030202,5,200321767.339844,107177.115994154
1267,180500040102,5,84377620.609375,66516.7083625516
1268,180500040101,5,167450390.113281,94523.7236683999
1269,180500040203,5,119197107.933594,68915.8033771233
1270,180500040404,4,147461469.675781,63029.8908171589
1271,180400030602,5,63053679.3320313,60825.8610055354
1272,180500040301,5,190904468.800781,108547.282109996
1273,180201630301,4,115480335.746094,60582.0259796413
1274,180201630602,4,131491655.453125,76283.9179795671
1275,180201590503,5,238577549.300781,161336.457984772
1276,180201590107,4,154831536.785156,128065.87164784
1277,180201560302,5,240111859.503906,94815.788745546
1278,180200030902,3,70223382.9609375,46461.1153936054
1279,180200030907,4,100482383.035156,47981.6564491132
1280,180200030707,2,87505386.8671875,54031.8045481206
1281,180200040202,3,152854309.070313,62308.9263596246
1282,180200031002,5,95028633.1132813,63844.2523754675
1283,180200030506,4,94521557.7773438,58530.1655264869
1284,180200030304,2,422321582.484375,115588.641977554
1285,180102040903,2,6601427.01953125,12377.0322695263
1286,180600060402,5,97662276.1015625,70639.7086364102
1287,180600051502,4,248693638.144531,103446.100787922
1288,180600020701,3,63351095.046875,39544.5280798955
1289,180400020102,3,104943140.34375,54492.4816973701
1290,180400020402,3,154719156.75,79632.4123987119
1291,180400020203,3,98174480.4726563,69687.4271367245
1292,180400020104,5,210522054.898438,124372.996368532
1293,180400030102,5,130259857.871094,85774.0958574453
1294,180400030203,5,221991430.21875,111024.257569941
1295,180400030902,5,121965797.824219,62027.3989362818
1296,180400110308,5,196275791.683594,99060.5794991409
1297,180400121002,5,248127251.351563,121677.965132038
1298,180400130801,4,72443316.25,43325.141009404
1299,180400121101,4,67666582.875,48911.2088963735
1300,180201110301,5,115587336.257813,52958.7088343597
1301,180201630401,3,92892689.6015625,63428.3684823261
1302,180201260501,5,164498770.800781,76222.4304558577
1303,180201610203,4,156022695.640625,112134.755856427
1304,180201230604,3,92928770.0546875,54364.9137144319
1305,180201580101,4,132466019.558594,57755.488869307
1306,180200030705,2,86681448.8125,46682.7521764282
1307,180200030604,2,190780611.964844,85134.5835707498
1308,180200030805,5,95515838.390625,51774.5879910198
1309,180200030804,4,254616954.714844,121339.131731575
1310,180200030303,2,175739456.105469,70908.3283795709
1311,180200030504,4,265252953.867188,104103.838739878
1312,180200021308,2,174189047.703125,93095.5414237541
1313,180200021306,2,88250564.6367188,53644.6618574048
1314,180200021305,2,135869202.09375,65596.6166972246
1315,180102041108,2,128246357.90625,87569.4945010487
1316,180102040905,3,29374223.6601563,26720.9196837194
1317,180600060410,5,97755190.3203125,109872.110962672
1318,180600050608,4,193757083.515625,96320.133958865
1319,180600051401,3,64824593.6953125,49421.5139239596
1320,180600050708,3,123403970.550781,72329.8864180547
1321,180600051205,3,83853647.046875,56318.6344102983
1322,180600020605,5,144806726.273438,73773.3083601233
1323,180600020601,2,156037225.542969,70966.0778199273
1324,180400010605,5,75240297.359375,55091.2272759119
1325,180400011901,5,223432215.734375,70262.069903931
1326,180400020204,3,64606603.8515625,48433.1618460023
1327,180400020202,4,259311775.894531,104378.936592249
1328,180400510301,4,80247421.6171875,51814.935308529
1329,180400130704,4,172434544.015625,81940.2181480101
1330,180400120803,4,182473013.152344,73857.5840642713
1331,180201110201,5,234981764.238281,88854.8082703165
1332,180201110101,4,95469110.0546875,60526.9338974226
1333,180201290702,3,195017641.1875,92801.4269643528
1334,180201250704,4,210563318.894531,93099.1625159662
1335,180201230603,4,117283421.539063,76185.9923849727
1336,180201230602,5,147807356.679688,75043.5973858648
1337,180800030405,3,273863073.367188,90830.0079115287
1338,180200030103,2,144525459.695313,74419.3957646637
1339,180102040302,3,215356292.410156,90789.2344617281
1340,180102040204,3,184272145.042969,125876.78234303
1341,180600080603,5,118316277.269531,81980.4815969235
1342,180600050402,4,183206284.40625,90461.0633834285
1343,180600050202,5,144932397.121094,72965.3950891261
1344,180600050801,2,206078616.917969,90121.3547848104
1345,180600050805,2,83190164.1679688,59154.4266448065
1346,180600020502,5,122053846.039063,63099.8952686973
1347,180400011304,5,296348670.476563,96568.8281717558
1348,180400010404,3,82724884.6523438,68792.1764044293
1349,180400012007,5,120635622.105469,67400.9015771135
1350,180400091307,2,105471268.324219,56360.7813310189
1351,180400110202,3,147748821.945313,88771.9263747878
1352,180400130204,4,254193418.75,152286.806471235
1353,180201280602,3,101590116.300781,45981.575142051
1354,180201280402,3,88509888.0195313,56290.998111515
1355,180201280209,4,191955914.851563,87160.7002350217
1356,180201250701,3,100818799.304688,57790.7000841999
1357,180201230406,4,231466097.589844,74750.6302344066
1358,180201250603,4,218934396.816406,89760.92712773
1359,180201250202,4,241640244.21875,77437.0872853256
1360,180201220702,4,161618420.925781,74471.2110635235
1361,180201220404,4,117318055.253906,56680.604151983
1362,180201220304,2,83899174.5195313,45675.9689988831
1363,180800030703,3,190260036.542969,89261.1547329635
1364,180800020303,2,128537617.042969,64653.5923473398
1365,180200021601,2,164475068.148438,59962.452453881
1366,180800020301,2,125621764.804688,79270.4160337234
1367,180200021001,2,160677635.285156,87936.3320265197
1368,180102040107,3,193910198.234375,73643.1901526788
1369,180600100704,5,218323269.742188,76235.0607283508
1370,180600100703,5,198595284.761719,87395.7895590573
1371,180600080601,3,88370906.9921875,46390.3298559763
1372,180600050302,3,103755188.449219,79158.2103107591
1373,180600040206,4,143898306.359375,69584.4703401233
1374,180300090601,4,110860082.957031,51607.5443350107
1375,180400011802,3,154020276.835938,103085.478142007
1376,180400011401,3,77912132.0703125,51979.8259183892
1377,180400011701,4,129065063.652344,111785.366916219
1378,180400091206,3,157569179.53125,84121.6611699558
1379,180400100608,4,89244753.3984375,63398.900141422
1380,180400110101,4,119768602.617188,73059.7012259901
1381,180400120301,3,100619785.304688,76597.2961203067
1382,180400120302,3,125872546.78125,82037.0459360406
1383,180400120403,4,79367990.4492188,41567.0272808089
1384,180400130202,5,183879131.167969,97570.3772051764
1385,180400120404,5,206167489.289063,128326.091838464
1386,180400120401,5,223283128.9375,91198.0147675908
1387,180201280204,3,136060312.320313,61641.9998064614
1388,180201280103,2,142138896.128906,72939.1719465991
1389,180201230402,2,78417240.7929688,51124.8670871653
1390,180201220205,3,185548261.144531,75346.035659336
1391,180201230308,2,83801283.6914063,49204.6588794888
1392,180800030802,3,219290346.066406,110784.736546344
1393,180800030704,3,262716116.046875,84690.9657629945
1394,180800030603,2,193838157.210938,80494.7173587829
1395,180800030508,2,295693946.601563,81022.3584185199
1396,180800020204,2,97903791.078125,40774.3442636981
1397,180800020202,2,153071751.480469,60077.677729553
1398,180200020406,4,291250780.085938,128142.044674553
1399,180200020604,4,190631444.40625,102956.571550144
1400,180200020501,2,138187371.09375,60010.1173547723
1401,180600100505,5,128181982.960938,75482.8796415088
1402,180600080203,5,54201127.1445313,38031.3947908388
1403,180600090101,4,113950949.535156,58882.4037023845
1404,180600080303,5,174619743.339844,76631.5183265317
1405,180600100503,5,132969069.453125,64329.8747111729
1406,180600070603,4,86178290.3046875,58657.7798336708
1407,180600040104,2,104878512.914063,55552.4583294766
1408,180600040107,3,203755123.152344,100231.246327547
1409,180600030202,2,194295918.59375,86324.1621268769
1410,180300121403,2,244667211.875,87645.6098675347
1411,180300090204,2,201131888.078125,106453.593692231
1412,180300121802,2,157717660.6875,61474.2271161978
1413,180300090208,2,116885626.710938,101977.212935907
1414,180300120701,3,241512260.296875,141581.212649433
1415,180400010304,2,139807952.054688,99567.3486714335
1416,180400010902,3,67450935.359375,70563.9331514419
1417,180400080602,4,169050465.757813,76654.2201921599
1418,180400100502,4,171862348.28125,88025.7505196879
1419,180400091001,4,179801581.632813,88050.9958907443
1420,180400100402,3,181192160.882813,72146.6242781097
1421,180400120105,4,99676372.921875,67397.6870793291
1422,160501010302,4,173639849.34375,68193.6949907812
1423,160501020501,5,88018236.03125,51519.2810321578
1424,160501020104,4,82028935.125,54601.7628707815
1425,180800031202,2,112915292.070313,58988.168280215
1426,180800030902,2,410137.796875,9613.14759452285
1427,180800031502,2,238827651.105469,67988.0608169672
1428,180800031403,2,201514035.453125,89998.1161767519
1429,180800030505,2,186691847.460938,61762.7146436158
1430,160402030903,2,6901014.33984375,18138.3177694873
1431,180800010203,2,40677214.7851563,34854.4131282591
1432,171200070304,2,12400979.6679688,18028.4708426925
1433,180600100402,5,198298298.902344,72799.742727456
1434,180600080104,4,62476029.7421875,38208.2765593121
1435,180600070301,2,62206085.4296875,41980.4165198649
1436,180600080102,3,133172847.128906,69221.1530167344
1437,180600070207,3,111889572.410156,78733.0588390181
1438,180300121502,2,110493068.984375,66657.0455754206
1439,180300121205,2,73840453.8398438,66303.5943980658
1440,180300121602,3,241657493.035156,91657.799730206
1441,180300122402,2,236401163.679688,69562.6866122353
1442,180300122403,2,266944193.109375,67087.4741026332
1443,180300061002,2,94007074.1523438,177489.452374045
1444,180300090403,3,83578548.2304688,58997.3352022665
1445,180400070303,4,122952233.632813,71000.4293716251
1446,180400010302,4,74011453.7109375,47895.0457205603
1447,180400070301,4,210483072.835938,89414.5011326813
1448,180400010503,4,239140274.171875,93113.0595544751
1449,180400080205,3,118244047.785156,54257.2914358234
1450,180400090701,4,245642203.730469,88514.738506915
1451,180400080206,5,207114347.804688,86033.3426877004
1452,180400090304,4,102945856.746094,65905.7466196584
1453,180400100401,3,179480149.160156,75098.0196006169
1454,180400100101,3,139979689.714844,66700.5930517336
1455,180400090402,4,80102076.8671875,66462.0857723336
1456,160502010301,4,161016730.167969,67951.993746645
1457,180400120102,4,141038677.53125,72903.5134092456
1458,180300031406,3,414690747.246094,148448.523805036
1459,180300121201,4,83388325.4375,51990.5761154778
1460,180300120802,2,175684397.359375,76836.5127526024
1461,180300121002,3,87278885.0273438,45672.6745714702
1462,180300120206,2,231445207.226563,142572.668314835
1463,180300071103,3,143248969.214844,107432.868784308
1464,180300120204,4,125250803.984375,84559.2224900617
1465,180400061002,4,144978143.605469,66826.4175817941
1466,180400070101,3,125158988.792969,57132.4703737701
1467,180400061102,3,93997932.0429688,58771.2762822344
1468,180400060701,4,166605378.058594,63096.6171515725
1469,180400080108,4,97498622.4296875,56633.8041923033
1470,180400090201,3,207256812.191406,78148.7499889896
1471,180400090104,2,77023377.6210938,55022.1306930802
1472,160503020202,2,170060763.726563,96032.832098617
1473,180701010203,4,71590712.4960938,46603.2389094958
1474,180701020902,5,138946322.476563,60567.4938833296
1475,180600070103,3,87251580.7734375,52758.701472179
1476,180701020504,3,200966965.078125,94286.7826900804
1477,180300031104,2,236169754.617188,79943.8254178295
1478,180300040307,2,67621588.171875,80533.5079126121
1479,180300050901,2,179960071.410156,84078.7974883277
1480,180300070703,3,150057107.003906,81086.43354441
1481,180300120102,3,80085914.625,41413.7291097934
1482,180300070702,3,129919509.835938,62891.5595273298
1483,180901010205,2,188497977.667969,90602.5269896842
1484,160503010104,2,117162677.988281,61750.0972568181
1485,180701030103,4,202786287.027344,93294.1083723128
1486,180701030105,4,133136883.257813,81015.4369774911
1487,180701040203,4,73893992.1054688,50928.3190821445
1488,180701030102,5,233071308.902344,88590.0185554462
1489,180701030101,3,197166698.980469,83619.8787615615
1490,180300030801,3,126166776.753906,65652.2049483548
1491,180300030601,2,115482817.605469,61194.5826099963
1492,180300030110,3,197091850.753906,81538.3088873605
1493,180300030107,4,133090223.375,57827.9800941251
1494,180300050303,2,160440777.324219,122288.013677302
1495,180300050202,3,145636012.144531,56954.2107071611
1496,180300040202,2,74726823.4492188,48265.5964333697
1497,180300050103,3,135241225.632813,55990.8151928297
1498,180300070403,4,121061354.46875,66596.2500947574
1499,180300060203,4,101842631.007813,48334.1377465836
1500,180300100701,4,156662821.96875,56139.3309070403
1501,180300070303,3,76990119.234375,44167.1917000987
1502,180300100403,3,119293163.746094,58948.6433979731
1503,180901020205,4,219342618.527344,96130.5790156493
1504,180901020209,4,152220789.105469,67474.2373079988
1505,180901010105,2,146735110.804688,65692.7399143458
1506,180901010203,3,76110804.8632813,59529.7113908644
1507,160600100701,1,74049790.4335938,45494.30956742
1508,180701050202,3,88212084.1132813,56751.8365172038
1509,180902061305,2,147042485.617188,60275.1880873847
1510,180902061703,2,75728080.6757813,66124.4396016392
1511,180902062403,1,69076781.640625,68943.7225378103
1512,180902061802,2,163562379.007813,129421.689221609
1513,180300030204,2,132178863.246094,64814.2178516853
1514,180902060101,2,61009869.8398438,40082.1991614513
1515,180902061701,2,164290521.863281,85250.8658034976
1516,180300010606,2,71924410.671875,42170.1396130703
1517,180300010404,3,149555589.945313,69714.1565194975
1518,180300010403,3,220541303.035156,84188.4512793136
1519,180300010302,4,232029539.894531,76873.4043471688
1520,180300010104,2,150848666.132813,59147.5604454116
1521,180300100401,3,147465225.632813,60745.8733506079
1522,180300100208,3,114109072.882813,55184.639702554
1523,180300070102,3,154425805.574219,62541.403494374
1524,180300100206,2,132139351.988281,53093.6833664326
1525,180300100302,2,126804346.828125,56436.4252565208
1526,180901030102,3,179217768.507813,65708.4467465077
1527,180901020505,1,149903182.4375,58715.9311231649
1528,180701060703,2,34339548.9960938,88401.8958294827
1529,180702010001,3,325440865.882813,86264.6905744609
1530,180701050303,4,199611390.894531,111402.299342503
1531,180701050302,5,204866763.238281,68108.1149144818
1532,180902060502,2,134957959.414063,60495.0318835346
1533,180902062005,1,79426640.390625,61067.4293873429
1534,180902050404,2,205616906.816406,94264.5832451776
1535,180300020603,2,86644018.7070313,50500.2472289629
1536,180300020204,3,211229382.59375,80561.3103414274
1537,180901030207,1,119770451.679688,64536.1380625807
1538,180901030108,2,197324052.265625,94982.7267673779
1539,180902010105,5,200223652.59375,81709.276199591
1540,160600100804,1,60524067.9296875,36917.8078663273
1541,180701060604,3,75003566.6992188,66343.5981136268
1542,180702040101,3,131471480.953125,52823.789875465
1543,180701060402,4,305562646.132813,111150.573718642
1544,180701060401,5,74962346.75,41502.6437745532
1545,180902061002,4,131133543.074219,58355.5158330258
1546,180902062007,1,162163758.671875,78497.9313283286
1547,180902062206,1,231434610.625,108902.34949063
1548,180902062205,1,73596650.7578125,43819.5932664655
1549,180902061201,1,203867366.4375,75294.6551199805
1550,180902061203,1,135105720.894531,104660.469311855
1551,180902010604,1,116985231.195313,101210.453405049
1552,180902010905,1,166987889.171875,63632.0116397501
1553,180902010904,1,212185970.1875,82198.0027203616
1554,180902010203,0,143719217.148438,80000.0864008789
1555,180902010602,1,132748052.964844,79401.7244749426
1556,180902010404,0,199862217.199219,65544.009098534
1557,180902010304,1,116784495.796875,82768.9215574686
1558,180703010403,4,60119090.1835938,50816.9402773066
1559,180703010404,4,66693687.578125,56688.0162055833
1560,180703030504,4,87637396.6953125,128984.886183469
1561,180703010101,5,140120432.011719,61362.3708801662
1562,180702030602,3,193147466.476563,65831.159505917
1563,180702030802,4,112195359.332031,57433.0396285132
1564,180702030701,4,102252907.046875,54821.1198354919
1565,180902080503,2,197355823.757813,92454.5734325884
1566,180902062102,1,65955589.3867188,46880.873003687
1567,180902070801,1,72439857.5429688,64097.4380742298
1568,180902070702,1,221788693.414063,89071.964209546
1569,180902071107,1,138897467.277344,58889.329323008
1570,180902051101,1,192261471.714844,68290.722175845
1571,180902051305,1,143852608.617188,71064.3596046474
1572,180902051301,1,146217062.550781,58359.4396414601
1573,180902041104,1,120524115.335938,67174.149636764
1574,180901030301,1,76158023.9023438,42892.2829226112
1575,180902040102,1,107282552.824219,72119.0192926845
1576,180902040304,1,118015190.445313,63110.3273236401
1577,180902040405,1,164775602.097656,99571.957790824
1578,180902010406,1,125917059.234375,80153.3787100645
1579,180902030207,0,123555635.679688,70194.3179782916
1580,180902030106,0,108891155.777344,72919.9580259404
1581,180703041102,3,95150843.4453125,60820.7204207089
1582,180703020402,5,199432764.035156,82237.1858383039
1583,180703020302,5,176425734.0625,82835.7931085267
1584,180702030505,5,121501816.710938,55630.3063878994
1585,180702030508,4,162944426.242188,94610.0859215106
1586,180902080103,4,65131279.6132813,45603.0822290502
1587,180702030504,5,87878530.7890625,55878.3588458928
1588,180902080701,3,84522366.2617188,47664.5158416057
1589,180902080104,4,152510047.304688,91095.7269378163
1590,180902050901,1,113008985.78125,62129.9605822891
1591,180902030404,1,177875795.324219,86221.4256582805
1592,180902040901,1,108985712.292969,65085.7712382521
1593,180902040902,1,131961317.199219,52943.6627180911
1594,180902030402,1,195713533.734375,89728.9295660333
1595,180902030209,0,72990938.9335938,56555.7211653219
1596,180703040601,2,61486937.5234375,39750.0410398359
1597,180703040205,5,181331785.484375,105632.856863306
1598,180703040201,4,79250513.671875,55494.3079087857
1599,180703030201,5,204721348.714844,87431.7304251158
1600,180703020404,3,100323090.257813,65568.6506323348
1601,180703020104,3,64085806.4492188,49358.727379672
1602,180702020106,5,191362337.074219,93864.6472362155
1603,180703020101,2,133336130.316406,66133.6610000441
1604,181002010101,3,123022406.894531,62849.3099397613
1605,180702020104,4,84720030.0429688,66070.9220770856
1606,181001000501,2,75432179.2304688,39763.5248667456
1607,180902081403,3,156682515.773438,109800.774925637
1608,180902070401,1,119008120.574219,65235.0041042489
1609,180902070306,1,119606110.796875,61171.695955654
1610,180902031601,1,120383764.699219,66205.7956758543
1611,180902031905,1,169459966.109375,68079.3388645493
1612,180902032102,1,133921617.15625,53528.5900485669
1613,180902032203,1,75216048.8710938,38922.4235007669
1614,180902032103,1,120821933.675781,56598.4126020635
1615,180902030902,1,199213102.558594,87318.9558125184
1616,180902030803,1,218467171.914063,91957.1821256907
1617,180703051102,4,112237874.078125,55908.368656954
1618,180703040803,5,103139878.59375,56183.7964346956
1619,180703040504,4,165281906.511719,65158.5336089047
1620,181002030404,4,180096036.402344,94218.8259258271
1621,181002030201,2,156918629.71875,59253.171283903
1622,181002010201,2,124018893.820313,56525.8309289698
1623,181002010105,2,106060547.34375,49318.5461710593
1624,181002010606,2,90396956.609375,56768.0184934443
